api_0,api_1,api_2,api_3,cmd_0,cmd_1,cmd_2,cmd_3,cmd_4,cmd_5,cmd_6,cmd_7,cmd_8,cmd_9,cmd_10,cmd_11,cmd_12,cmd_13,cmd_14,cmd_15,cmd_16,cmd_17,cmd_18,cmd_19,cmd_20,cmd_21,cmd_22,cmd_23,cmd_24,cmd_25,cmd_26,cmd_27,file_0,file_1,file_2,file_3,file_4,file_5,file_6,file_7,file_8,file_9,key_0,key_1,key_2,key_3,key_4,key_5,key_6,key_7,key_8,key_9,"LicenseManager,WaaSMedicSvc",none,none,"Q32vD9vuXlQVHw5A,Local\SM0:8880:304:WilStaging_02,Local\SM0:4436:304:WilStaging_02,Local\SM0:8372:304:WilStaging_02",none
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-10.0,-5.0,1.0,-22.0,16.0,-15.0,-16.0,-7.0,8.0,2.0,-5.0,0.0,0.0,-1.0,-2.0,1.0,-2.0,-3.0,0.0,False,True,True,False,True
0.6324555320336759,0.6324555320336759,0.31622776601683794,0.31622776601683794,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.3023715784073819,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.07559289460184547,0.2267786838055364,0.07559289460184547,0.07559289460184547,0.4535573676110728,0.3023715784073819,0.07559289460184547,0.07559289460184547,0.3023715784073819,0.07559289460184547,0.07559289460184547,0.37796447300922736,0.07559289460184547,0.4535573676110728,2.0,0.0,0.0,4.0,-1.0,0.0,2.0,-2.0,0.0,-2.0,5.0,1.0,-3.0,9.0,-1.0,1.0,3.0,0.0,-3.0,1.0,True,False,True,True,False
